id,fecha_creacion,fecha_cierre,area,categoria,prioridad,canal,solicitante,asunto,descripcion,estado,reaperturas
TK-00461,21-Oct-2025,,Compras,viaticos,Critica,Formulario web,usuario166@lafortuna.com.co,Necesito anticipo para comisión,,abierto,0
TK-00184,10-Oct-2025,06-Nov-2025,Calidad,incidente,1-Alta,Formulario web,usuario039@lafortuna.com.co,Se cayó el servicio de facturación,El caso fue reportado por teléfono y se registra para trazabilidad.,En proceso,0
TK-01479,27/06/2026,,Comercial,Software,Alta,formulario,usuario115@lafortuna.com.co,Necesito que instalen el visor de planos,Se adjunta captura de pantalla del mensaje de error recibido.,REABIERTO,1
TK-00735,19-Oct-2025,20/10/2025,Compras,Reportes,Baja,formulario,usuario105@lafortuna.com.co,Necesito el reporte de ventas del trimestre,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,CERRADO,0
TK-00404,25-Abr-2025,05/05/2025,Compras,accesos,1-Alta,Teléfono,usuario042@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,1
TK-01339,23/12/2025,,Talento Humano,ACCESOS,MEDIA,formulario,usuario016@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,
TK-01179,2025-09-18,30-Sep-2025,Infraestructura,Vacaciones,Baja,Teléfono,usuario048@lafortuna.com.co,Me negaron las vacaciones solicitadas,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-00856,09-Jul-2025,2025-07-19,Compras,viaticos,media,correo,usuario100@lafortuna.com.co,Cómo legalizo los viáticos del viaje a la costa,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-01898,19-Oct-2025,,Compras,Gestión de accesos,Alta,formulario,usuario119@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,
TK-00539,29-Ene-2025,,Talento Humano,ACCESOS,Baja,Mesa de ayuda,usuario043@lafortuna.com.co,Solicito permiso al módulo de cartera,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,0
TK-01685,22/11/2025,,Compras,,CRITICA,formulario,usuario097@lafortuna.com.co,Solicitud varias,Se adjunta captura de pantalla del mensaje de error recibido.,Reabierto,3
TK-01174,2025-12-26,,Aplicaciones,aplicaciones,3-Baja,correo,usuario111@lafortuna.com.co,Error al guardar el formulario de ingreso,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
TK-00165,01-Feb-2026,23-Feb-2026,Calidad,Incidentes,Alta,formulario,usuario040@lafortuna.com.co,Caída total del sistema en la sede principal,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,0
TK-00365,09/06/2025,,Comercial,Software,Baja,Telefono,usuario071@lafortuna.com.co,La aplicación se cierra al generar el informe,Se adjunta captura de pantalla del mensaje de error recibido.,Abierto,0
TK-00587,22-Oct-2025,22/11/2025,Aplicaciones,Gestión de accesos,MEDIA,Formulario web,usuario161@lafortuna.com.co,Me retiraron el acceso y aún trabajo en el proceso,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,CERRADO,0
TK-00732,2025-12-25,,Infraestructura,Nómina,Baja,Teléfono,usuario172@lafortuna.com.co,Solicito certificado laboral con salario,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Reabierto,3
TK-01548,2025-11-28,,Contabilidad,red,ALTA,Teléfono,usuario166@lafortuna.com.co,La VPN se desconecta cada media hora,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,abierto,
TK-01659,02/01/2025,,Talento Humano,incidente,Critica,Correo,usuario123@lafortuna.com.co,Se cayó el servicio de facturación,,en proceso,0
TK-01188,20/01/2025,2025-01-25,Aplicaciones,aplicaciones,MEDIA,Correo,usuario049@lafortuna.com.co,La versión instalada no coincide con la del área,Requerimiento remitido por la jefatura del área para gestión.,cerrado,0
TK-00357,30/04/2025,,Calidad,accesos,media,Teléfono,usuario039@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Abierto,0
TK-01496,09-Abr-2026,21/04/2026,Operaciones,informes,CRITICA,Telefono,usuario117@lafortuna.com.co,Necesito el reporte de ventas del trimestre,El caso fue reportado por teléfono y se registra para trazabilidad.,reabierto,3
TK-00610,19-Ene-2025,,Comercial,equipos,Media,Formulario web,usuario046@lafortuna.com.co,Necesito un monitor adicional para el puesto,El caso fue reportado por teléfono y se registra para trazabilidad.,En proceso,0
TK-00472,22-Sep-2025,02/10/2025,Contabilidad,Aplicaciones,ALTA,correo,usuario053@lafortuna.com.co,La aplicación se cierra al generar el informe,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,cerrado,
TK-00706,18/01/2025,,Calidad,viaticos,baja,Correo,usuario125@lafortuna.com.co,Cómo legalizo los viáticos del viaje a la costa,,Escalado,0
TK-00867,2026-04-25,12-May-2026,Infraestructura,Incidentes,Alta,Correo,usuario007@lafortuna.com.co,Pérdida de información en el módulo de inventario,Requerimiento remitido por la jefatura del área para gestión.,Cerrado,0
TK-01905,2025-09-22,05-Nov-2025,Talento Humano,Vacaciones,3-Baja,Correo,usuario071@lafortuna.com.co,Con cuánta anticipación debo solicitar vacaciones,Se adjunta captura de pantalla del mensaje de error recibido.,Cerrado,0
TK-01173,28/02/2026,,Operaciones,Equipos,1-Alta,Telefono,usuario061@lafortuna.com.co,El teclado dejó de responder,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,en proceso,0
TK-01801,23-Mar-2025,2025-04-12,Infraestructura,hardware,MEDIA,Teléfono,usuario019@lafortuna.com.co,Solicito reposición de diadema dañada,,Cerrado,0
TK-00994,2026-03-09,2026-04-13,Comercial,nomina,Alta,Teléfono,usuario123@lafortuna.com.co,Error en el descuento de la quincena,Requerimiento remitido por la jefatura del área para gestión.,cerrado,1
TK-00456,29/04/2025,,,software,Critica,formulario,usuario062@lafortuna.com.co,La aplicación se cierra al generar el informe,Se adjunta captura de pantalla del mensaje de error recibido.,reabierto,3
TK-01713,07-Nov-2025,18-Nov-2025,Calidad,Incidentes,Media,Mesa de ayuda,usuario169@lafortuna.com.co,Se cayó el servicio de facturación,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,CERRADO,0
TK-01490,21-Jun-2026,22/06/2026,Comercial,Vacaciones,CRITICA,Telefono,usuario016@lafortuna.com.co,Me negaron las vacaciones solicitadas,Se adjunta captura de pantalla del mensaje de error recibido.,Cerrado,0
TK-00643,2025-07-18,,Comercial,Gestion de accesos,Alta,correo,usuario085@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Escalado,0
TK-01599,2025-08-23,13-Sep-2025,Calidad,Compras,CRITICA,Teléfono,usuario108@lafortuna.com.co,Estado de la orden de compra 4471,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,cerrado,
TK-00581,07/07/2025,,Talento Humano,Nomina,2-Media,Correo,usuario019@lafortuna.com.co,Diferencia en el pago de horas extras,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,0
TK-01443,20-Mar-2025,,Infraestructura,,Media,Teléfono,usuario063@lafortuna.com.co,Consulta general,Se adjunta captura de pantalla del mensaje de error recibido.,REABIERTO,1
TK-00583,03-Mar-2026,20-Mar-2026,Infraestructura,Ordenes de compra,2-Media,Telefono,usuario002@lafortuna.com.co,El proveedor no ha entregado lo solicitado,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Cerrado,0
TK-01560,28-Oct-2025,,Aplicaciones,Vacaciones,CRITICA,correo,usuario068@lafortuna.com.co,Con cuánta anticipación debo solicitar vacaciones,,Reabierto,1
TK-00512,2026-05-23,02/06/2026,Infraestructura,Viáticos,baja,Correo,usuario087@lafortuna.com.co,No me han reembolsado los gastos del mes pasado,El caso fue reportado por teléfono y se registra para trazabilidad.,Reabierto,2
TK-01261,10-May-2026,,Infraestructura,Sin clasificar,Critica,Teléfono,usuario047@lafortuna.com.co,Consulta general,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,abierto,0
TK-01597,22/11/2025,,Operaciones,software,3-Baja,Mesa de ayuda,usuario057@lafortuna.com.co,La aplicación se cierra al generar el informe,Requerimiento remitido por la jefatura del área para gestión.,abierto,0
TK-00186,09-Jun-2025,,Aplicaciones,aplicaciones,ALTA,Mesa de ayuda,usuario016@lafortuna.com.co,Necesito que instalen el visor de planos,El caso fue reportado por teléfono y se registra para trazabilidad.,Abierto,0
TK-01008,2025-08-09,,Operaciones,hardware,CRITICA,correo,usuario103@lafortuna.com.co,El portátil no enciende desde ayer,,en proceso,0
TK-00747,08/05/2026,,Operaciones,accesos,MEDIA,Formulario web,usuario108@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,El caso fue reportado por teléfono y se registra para trazabilidad.,abierto,0
TK-01550,20-Ago-2025,,Aplicaciones,Accesos,Critica,correo,usuario078@lafortuna.com.co,Solicito permiso al módulo de cartera,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Reabierto,1
TK-01651,12-May-2025,20-Jun-2025,Contabilidad,Compras,baja,Formulario web,usuario079@lafortuna.com.co,Estado de la orden de compra 4471,,Cerrado,0
TK-01085,2025-02-20,2025-03-11,Infraestructura,,baja,Teléfono,usuario048@lafortuna.com.co,Solicitud varias,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-00115,19/12/2025,22/12/2025,Contabilidad,Nomina,ALTA,Telefono,usuario170@lafortuna.com.co,Diferencia en el pago de horas extras,,cerrado,0
TK-01153,2025-05-26,,Comercial,hardware,Critica,Formulario web,usuario115@lafortuna.com.co,Solicito reposición de diadema dañada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,En proceso,0
TK-00831,2025-09-24,06/10/2025,Comercial,Reportes,Crítica,Telefono,usuario069@lafortuna.com.co,Necesito el reporte de ventas del trimestre,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,cerrado,1
TK-01369,2026-04-20,,Comercial,NOMINA,2-Media,Mesa de ayuda,usuario119@lafortuna.com.co,Diferencia en el pago de horas extras,Se adjunta captura de pantalla del mensaje de error recibido.,en proceso,0
TK-00832,03/08/2025,,Compras,reportes,baja,correo,usuario114@lafortuna.com.co,Solicito exportar el listado a Excel,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Reabierto,2
TK-01373,20-Ene-2025,06-Feb-2025,Talento Humano,Gestión de accesos,media,Mesa de ayuda,usuario038@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,El caso fue reportado por teléfono y se registra para trazabilidad.,Cerrado,0
TK-01068,2026-03-27,29-Abr-2026,Talento Humano,ACCESOS,media,Formulario web,usuario083@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-01151,22/01/2026,2026-02-23,Talento Humano,Informes,media,Teléfono,usuario165@lafortuna.com.co,El informe muestra cifras distintas al sistema,El caso fue reportado por teléfono y se registra para trazabilidad.,cerrado,0
TK-01451,05/06/2026,2026-06-15,Calidad,Compras,MEDIA,formulario,usuario071@lafortuna.com.co,Cómo registro un proveedor nuevo,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,cerrado,0
TK-01792,04/06/2025,2025-07-18,Infraestructura,capacitación,Critica,Mesa de ayuda,usuario095@lafortuna.com.co,Cuándo es la próxima inducción,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,0
TK-01498,2025-06-11,,,compras,ALTA,Mesa de ayuda,usuario170@lafortuna.com.co,Necesito cotización para equipos de la bodega,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,abierto,0
TK-01646,15-Ene-2025,,Comercial,viáticos,media,Mesa de ayuda,,Necesito anticipo para comisión,Se adjunta captura de pantalla del mensaje de error recibido.,reabierto,3
TK-01069,2025-12-06,,Operaciones,nomina,baja,Teléfono,usuario096@lafortuna.com.co,Diferencia en el pago de horas extras,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,REABIERTO,3
TK-00126,16/03/2025,,Aplicaciones,Órdenes de compra,Media,Correo,usuario018@lafortuna.com.co,Estado de la orden de compra 4471,Requerimiento remitido por la jefatura del área para gestión.,Abierto,
TK-00473,2025-05-02,16/05/2025,Calidad,conectividad,ALTA,Mesa de ayuda,usuario001@lafortuna.com.co,Sin internet en el segundo piso,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,0
TK-00993,2025-07-29,,Talento Humano,Hardware,baja,Correo,usuario056@lafortuna.com.co,El portátil no enciende desde ayer,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,en proceso,0
TK-01340,19/06/2025,,Aplicaciones,SOFTWARE,3-Baja,correo,,Necesito que instalen el visor de planos,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,0
TK-00150,06-Jun-2026,,Compras,hardware,Crítica,Formulario web,usuario061@lafortuna.com.co,La impresora de la sede norte imprime rayada,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Escalado,0
TK-00913,18/05/2026,,Comercial,incidente,CRITICA,Telefono,usuario176@lafortuna.com.co,Pérdida de información en el módulo de inventario,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,REABIERTO,1
TK-01295,18-Mar-2025,2025-04-11,Calidad,Órdenes de compra,Critica,correo,usuario172@lafortuna.com.co,Cómo registro un proveedor nuevo,Se adjunta captura de pantalla del mensaje de error recibido.,CERRADO,0
TK-01575,2025-05-02,2025-06-06,Comercial,Gestion de accesos,1-Alta,Correo,usuario100@lafortuna.com.co,Solicito permiso al módulo de cartera,El caso fue reportado por teléfono y se registra para trazabilidad.,cerrado,0
TK-00304,04/07/2025,,Comercial,Software,2-Media,correo,usuario026@lafortuna.com.co,Necesito que instalen el visor de planos,Se adjunta captura de pantalla del mensaje de error recibido.,Abierto,0
TK-00711,08-Feb-2026,,Infraestructura,Software,1-Alta,correo,usuario012@lafortuna.com.co,La aplicación se cierra al generar el informe,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,en proceso,0
TK-00938,24/06/2026,04/08/2026,Talento Humano,HARDWARE,Crítica,Mesa de ayuda,usuario031@lafortuna.com.co,La impresora de la sede norte imprime rayada,Requerimiento remitido por la jefatura del área para gestión.,Cerrado,0
TK-01667,30/04/2026,2026-06-11,Contabilidad,nomina,Crítica,correo,usuario173@lafortuna.com.co,Error en el descuento de la quincena,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,cerrado,0
TK-00632,30-Nov-2025,,Talento Humano,VACACIONES,Media,Teléfono,usuario114@lafortuna.com.co,Cuántos días tengo acumulados,Requerimiento remitido por la jefatura del área para gestión.,En proceso,0
TK-00440,27/05/2025,,Compras,INCIDENTE,Media,Mesa de ayuda,usuario171@lafortuna.com.co,Caída total del sistema en la sede principal,Se adjunta captura de pantalla del mensaje de error recibido.,abierto,0
TK-01282,2025-04-24,02-May-2025,Calidad,viaticos,ALTA,Teléfono,usuario179@lafortuna.com.co,Cuál es el monto autorizado para hospedaje,El caso fue reportado por teléfono y se registra para trazabilidad.,Cerrado,0
TK-01793,2025-05-21,06/06/2025,Operaciones,nómina,CRITICA,Mesa de ayuda,usuario027@lafortuna.com.co,Diferencia en el pago de horas extras,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Cerrado,0
TK-00531,07-May-2025,20-Jun-2025,Contabilidad,software,Baja,Telefono,usuario093@lafortuna.com.co,La aplicación se cierra al generar el informe,Requerimiento remitido por la jefatura del área para gestión.,cerrado,0
TK-00591,2026-04-05,28-Abr-2026,Operaciones,aplicaciones,ALTA,Mesa de ayuda,usuario010@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,cerrado,0
TK-00783,17-Sep-2025,07/10/2025,Contabilidad,Otros,2-Media,Telefono,usuario088@lafortuna.com.co,Requerimiento del área,Se adjunta captura de pantalla del mensaje de error recibido.,CERRADO,0
TK-01787,30/12/2025,,Aplicaciones,Otros,baja,correo,usuario003@lafortuna.com.co,Solicitud varias,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,REABIERTO,1
TK-00279,03-Feb-2026,,Calidad,Equipos,baja,Mesa de ayuda,usuario178@lafortuna.com.co,La impresora de la sede norte imprime rayada,,abierto,0
TK-01328,04-Mar-2026,,Comercial,Incidentes,CRITICA,Teléfono,usuario113@lafortuna.com.co,Los usuarios reportan lentitud generalizada,Se adjunta captura de pantalla del mensaje de error recibido.,Escalado,0
TK-00133,29/06/2026,,Comercial,vacaciones,media,Correo,usuario067@lafortuna.com.co,Me negaron las vacaciones solicitadas,,Escalado,0
TK-01036,2026-06-23,2026-07-30,Aplicaciones,equipos,1-Alta,Teléfono,usuario120@lafortuna.com.co,Solicito reposición de diadema dañada,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,cerrado,
TK-01166,2025-04-28,,Compras,SOFTWARE,baja,Mesa de ayuda,usuario103@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,Se adjunta captura de pantalla del mensaje de error recibido.,Reabierto,2
TK-01886,2025-11-03,,Contabilidad,accesos,alta,Correo,usuario024@lafortuna.com.co,Solicito permiso al módulo de cartera,El caso fue reportado por teléfono y se registra para trazabilidad.,en proceso,0
TK-00980,2025-08-17,,Compras,otros,alta,Formulario web,usuario114@lafortuna.com.co,Requerimiento del área,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Reabierto,2
TK-01091,09-Nov-2025,,Aplicaciones,aplicaciones,2-Media,correo,usuario023@lafortuna.com.co,La versión instalada no coincide con la del área,El caso fue reportado por teléfono y se registra para trazabilidad.,REABIERTO,2
TK-01778,30/09/2025,,Compras,Ordenes de compra,1-Alta,Mesa de ayuda,,Estado de la orden de compra 4471,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Abierto,0
TK-00486,2026-02-04,2026-03-14,Comercial,otros,alta,Correo,usuario079@lafortuna.com.co,Solicitud varias,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-01640,2026-04-05,,Aplicaciones,VACACIONES,2-Media,Correo,usuario150@lafortuna.com.co,Puedo dividir mis vacaciones en dos periodos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Abierto,0
TK-01948,21-May-2026,,Calidad,SOFTWARE,Alta,correo,usuario142@lafortuna.com.co,Aparece un mensaje de sesión expirada cada cinco minutos,,REABIERTO,2
TK-00477,10/09/2025,11/10/2025,Talento Humano,Órdenes de compra,Crítica,Mesa de ayuda,,Necesito cotización para equipos de la bodega,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,cerrado,1
TK-00059,25-Abr-2026,,Calidad,accesos,Crítica,formulario,usuario115@lafortuna.com.co,No puedo entrar al sistema Centrica,Requerimiento remitido por la jefatura del área para gestión.,Abierto,0
TK-01000,2025-04-02,2025-04-13,Talento Humano,Reportes,Alta,correo,usuario060@lafortuna.com.co,Necesito el reporte de ventas del trimestre,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,0
TK-01220,2025-09-12,,Compras,Nómina,1-Alta,formulario,usuario069@lafortuna.com.co,No me llegó el desprendible de pago,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,en proceso,0
TK-00004,09-May-2026,,Aplicaciones,Hardware,alta,Telefono,usuario064@lafortuna.com.co,Necesito un monitor adicional para el puesto,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,en proceso,0
TK-00234,2025-10-03,12-Nov-2025,Aplicaciones,Viaticos,ALTA,Correo,usuario180@lafortuna.com.co,Cuál es el monto autorizado para hospedaje,El caso fue reportado por teléfono y se registra para trazabilidad.,Cerrado,0
TK-01368,26-May-2025,,Talento Humano,Reportes,Media,Formulario web,usuario112@lafortuna.com.co,El reporte no incluye la sede nueva,Se adjunta captura de pantalla del mensaje de error recibido.,Escalado,0
TK-01384,2025-06-14,,Aplicaciones,Viáticos,1-Alta,Correo,usuario064@lafortuna.com.co,No me han reembolsado los gastos del mes pasado,Se adjunta captura de pantalla del mensaje de error recibido.,Abierto,0
TK-00020,14-Jun-2026,23-Jun-2026,Contabilidad,Hardware,MEDIA,Teléfono,usuario012@lafortuna.com.co,La impresora de la sede norte imprime rayada,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,cerrado,1
TK-00507,03-May-2025,,Contabilidad,accesos,MEDIA,Telefono,usuario042@lafortuna.com.co,Solicito permiso al módulo de cartera,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,En proceso,0
TK-00615,16-Abr-2026,2026-04-19,Aplicaciones,informes,alta,Telefono,usuario048@lafortuna.com.co,Solicito exportar el listado a Excel,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,0
TK-01648,28-Sep-2025,10-Nov-2025,Compras,Incidente,Alta,Formulario web,usuario015@lafortuna.com.co,Pérdida de información en el módulo de inventario,Se adjunta captura de pantalla del mensaje de error recibido.,Cerrado,
TK-00178,13-Sep-2025,,Comercial,SOFTWARE,2-Media,correo,usuario036@lafortuna.com.co,La versión instalada no coincide con la del área,Se adjunta captura de pantalla del mensaje de error recibido.,Reabierto,3
TK-01831,2025-10-17,,Talento Humano,hardware,3-Baja,correo,usuario082@lafortuna.com.co,La impresora de la sede norte imprime rayada,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,reabierto,1
TK-01901,2025-04-08,12/04/2025,Comercial,incidente,baja,correo,usuario028@lafortuna.com.co,Se cayó el servicio de facturación,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,CERRADO,0
TK-00927,2026-02-17,,Talento Humano,NOMINA,ALTA,formulario,usuario175@lafortuna.com.co,Error en el descuento de la quincena,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,En proceso,0
TK-00519,2025-04-12,2025-05-23,Calidad,software,1-Alta,Formulario web,usuario060@lafortuna.com.co,Error al guardar el formulario de ingreso,Requerimiento remitido por la jefatura del área para gestión.,En proceso,0
TK-00835,12/04/2025,,Infraestructura,Hardware,2-Media,Teléfono,usuario174@lafortuna.com.co,El portátil no enciende desde ayer,Se adjunta captura de pantalla del mensaje de error recibido.,Abierto,0
TK-01945,28/10/2025,01-Nov-2025,Talento Humano,equipos,Alta,Correo,usuario177@lafortuna.com.co,Necesito un monitor adicional para el puesto,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-01389,09-Ene-2026,2026-02-20,Aplicaciones,vacaciones,Media,Correo,usuario006@lafortuna.com.co,Puedo dividir mis vacaciones en dos periodos,El usuario reporta la novedad desde el inicio de la jornada y requiere solución para continuar con su labor.,Cerrado,0
TK-01168,2026-05-08,,Infraestructura,Vacaciones,MEDIA,Teléfono,usuario086@lafortuna.com.co,Me negaron las vacaciones solicitadas,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,Abierto,0
TK-00636,04-May-2026,,Compras,hardware,alta,Teléfono,usuario173@lafortuna.com.co,Solicito reposición de diadema dañada,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Abierto,0
TK-01314,14-May-2025,,Talento Humano,accesos,Media,Correo,,Necesito acceso a la carpeta compartida de mi área,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,REABIERTO,2
TK-01294,2025-11-26,,Calidad,Acceso,2-Media,correo,usuario157@lafortuna.com.co,Se bloqueó mi usuario tras varios intentos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-01662,23/07/2025,,Aplicaciones,Vacaciones,ALTA,correo,usuario128@lafortuna.com.co,Puedo dividir mis vacaciones en dos periodos,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,REABIERTO,1
TK-00049,12/01/2026,,Compras,HARDWARE,Media,correo,usuario028@lafortuna.com.co,El portátil no enciende desde ayer,El caso fue reportado por teléfono y se registra para trazabilidad.,reabierto,3
TK-00148,2025-01-03,13-Feb-2025,Talento Humano,Hardware,Media,Telefono,usuario148@lafortuna.com.co,El portátil no enciende desde ayer,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,
TK-00657,2025-09-29,19-Oct-2025,Comercial,Gestión de accesos,media,correo,usuario163@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,cerrado,1
TK-00416,2025-08-21,,Contabilidad,Accesos,MEDIA,correo,usuario121@lafortuna.com.co,Necesito acceso a la carpeta compartida de mi área,,REABIERTO,3
TK-00016,19-Ene-2026,,Infraestructura,equipos,3-Baja,Teléfono,usuario065@lafortuna.com.co,El teclado dejó de responder,,reabierto,3
TK-00134,2025-09-26,,Contabilidad,Hardware,ALTA,Formulario web,usuario075@lafortuna.com.co,La impresora de la sede norte imprime rayada,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Escalado,0
TK-00776,02-Feb-2026,2026-03-06,Operaciones,VACACIONES,CRITICA,Formulario web,usuario178@lafortuna.com.co,Cuántos días tengo acumulados,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-01264,2025-10-24,18-Nov-2025,Talento Humano,Red,Media,Mesa de ayuda,usuario107@lafortuna.com.co,No carga el sistema desde la sede sur,Se adjunta captura de pantalla del mensaje de error recibido.,Cerrado,0
TK-01010,20/02/2026,,Talento Humano,Equipos,MEDIA,Mesa de ayuda,usuario163@lafortuna.com.co,El portátil no enciende desde ayer,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,En proceso,0
TK-01009,2025-08-31,,Compras,Aplicaciones,media,correo,usuario167@lafortuna.com.co,La versión instalada no coincide con la del área,Se adjunta captura de pantalla del mensaje de error recibido.,reabierto,2
TK-00096,09-Mar-2026,,,Compras,Crítica,Teléfono,usuario175@lafortuna.com.co,El proveedor no ha entregado lo solicitado,Se adjunta captura de pantalla del mensaje de error recibido.,Abierto,0
TK-00028,31/03/2025,,Contabilidad,Órdenes de compra,MEDIA,Formulario web,usuario166@lafortuna.com.co,Cómo registro un proveedor nuevo,Requerimiento remitido por la jefatura del área para gestión.,Reabierto,1
TK-00979,2025-04-16,2025-05-14,Aplicaciones,software,Crítica,Telefono,usuario145@lafortuna.com.co,Necesito que instalen el visor de planos,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,CERRADO,0
TK-00338,22/03/2025,2025-05-04,Aplicaciones,hardware,media,correo,usuario119@lafortuna.com.co,Solicito reposición de diadema dañada,El caso fue reportado por teléfono y se registra para trazabilidad.,cerrado,0
TK-01393,11-Feb-2026,,Aplicaciones,conectividad,Media,Teléfono,usuario040@lafortuna.com.co,La VPN se desconecta cada media hora,El solicitante indica que la novedad se presenta de forma intermitente desde hace tres días.,REABIERTO,2
TK-00162,26-Ago-2025,2025-08-26,Talento Humano,Capacitación,MEDIA,Telefono,usuario109@lafortuna.com.co,Necesito material del curso de la semana pasada,Se solicita atención prioritaria porque afecta la operación del área y el cierre del periodo.,Reabierto,2
TK-01074,2025-08-11,,Infraestructura,otros,2-Media,Mesa de ayuda,usuario100@lafortuna.com.co,Requerimiento del área,El caso fue reportado por teléfono y se registra para trazabilidad.,En proceso,0
